1704	0	0.6817
5448	0	0.37236
13298	0	0.32097
13321	0	0.086289
972	1	0.39123
5448	1	0.52837
9191	1	0.19805
9200	1	0.097257
1703	2	0.42375
9191	2	0.34496
13298	2	0.45515
9191	3	0.45699
9193	3	0.1763
9199	4	0.35438
9200	4	0.44656
13317	4	0.085156
1711	5	0.60425
9199	5	0.2503
13313	5	0.17167
13314	5	0.20431
972	6	0.2724
9196	6	0.20541
9199	6	0.39532
13314	6	0.23745
1711	7	0.17408
1712	7	0.095202
13316	7	0.023962
13317	7	0.73674
13318	7	0.43465
5453	8	0.43271
13313	8	0.61725
5453	9	0.18958
13312	9	0.37439
1697	10	0.47814
9185	10	0.56645
9198	10	0.010448
13311	10	0.45373
13312	10	0.20471
1710	11	0.36613
9198	11	0.295
13310	11	0.43611
13311	11	0.52008
1709	12	0.68542
13310	12	0.12995
13311	12	0.026184
13312	12	0.4209
244	13	0.52126
5426	13	0.52182
9185	13	0.097434
9198	13	0.69455
13336	13	0.10104
1697	14	0.03907
5442	14	0.044452
13286	14	0.63887
244	15	0.45601
5442	15	0.7026
9172	15	0.22904
9185	15	0.33612
244	16	0.022737
9172	16	0.67259
13263	16	0.13787
1684	17	0.29901
9171	17	0.050271
13262	17	0.7644
13263	17	0.36486
13264	17	0.12055
1682	18	0.27404
1683	18	0.18208
5427	18	0.088066
9170	18	0.050997
13264	18	0.85287
1683	19	0.78616
9171	19	0.26716
13262	19	0.08849
13264	19	0.026583
13265	19	0.036378
13267	19	0.3703
659	20	0.51886
1684	20	0.018622
5425	20	0.53192
5428	20	0.50064
9171	20	0.68257
13262	20	0.14711
13267	20	0.050876
9169	21	0.052966
13265	21	0.24131
13266	21	0.85083
1681	22	0.45722
9169	22	0.12769
13266	22	0.08313
13267	22	0.57882
970	23	0.1644
1681	23	0.0037045
9167	23	0.2635
9169	23	0.81935
13266	23	0.066035
1681	24	0.53908
5425	24	0.28967
13259	24	0.27504
13260	24	0.5229
972	25	0.33637
9193	25	0.27536
9194	25	0.14746
9194	26	0.19048
9196	26	0.72202
1708	27	0.31941
1709	27	0.27624
9196	27	0.072566
13313	27	0.21108
13314	27	0.55824
13315	27	0.63183
1706	28	0.068159
9194	28	0.66206
13305	28	0.42927
13308	28	0.16294
1708	29	0.61332
13307	29	0.34301
13308	29	0.62927
5452	30	0.67815
13307	30	0.093119
1708	31	0.067278
5452	31	0.30575
9197	31	0.20577
13315	31	0.16942
1709	32	0.038344
9197	32	0.50922
13310	32	0.43394
13315	32	0.19875
661	33	0.16668
5452	33	0.016102
